,ISIN код,Дата присвоения кода,Параметры ценной бумаги (выпуска),Эмитент,ИНН эмитента,Наименование выпуска/транша,Форма выпуска ценной бумаги,Порядок хранения/учета,Pегистрационный номер,Дата регистрации,Номинальная стоимость каждой ценной бумаги,Валюта номинала,Дата погашения,Параметры ценной бумаги (пая),Наименование фонда,Тип фонда,"Вид, категория, тип ценной бумаги",Регистрационный номер,Управляющая компания,Специализированный депозитарий,Реестродержатель
71,RU000A1072Y9,18 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество Азбука дохода""",9729337351,Структурные процентные неконвертируемые бездокументарные облигации с залоговым обеспечением с централизованным учетом прав серии 001Р-СО-24,Бездокументарная,С централизованным учетом,6-24-00704-R-001P,25 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
72,RU000A107407,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-800,Бездокументарная,С централизованным учетом,6-800-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
73,RU000A1073Z4,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-799,Бездокументарная,С централизованным учетом,6-799-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
74,RU000A1073Y7,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-798,Бездокументарная,С централизованным учетом,6-798-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
75,RU000A1073X9,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-797,Бездокументарная,С централизованным учетом,6-797-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
76,RU000A1073W1,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-796,Бездокументарная,С централизованным учетом,6-796-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
77,RU000A1073V3,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-795,Бездокументарная,С централизованным учетом,6-795-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
78,RU000A1073U5,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-794,Бездокументарная,С централизованным учетом,6-794-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
79,RU000A1073T7,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-793,Бездокументарная,С централизованным учетом,6-793-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
80,RU000A1073S9,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-792,Бездокументарная,С централизованным учетом,6-792-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
81,RU000A1073R1,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-791,Бездокументарная,С централизованным учетом,6-791-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
82,RU000A1073Q3,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-790,Бездокументарная,С централизованным учетом,6-790-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
83,RU000A1073P5,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-789,Бездокументарная,С централизованным учетом,6-789-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
84,RU000A1073N0,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-788,Бездокументарная,С централизованным учетом,6-788-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
85,RU000A1073M2,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-787,Бездокументарная,С централизованным учетом,6-787-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
86,RU000A1073L4,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-786,Бездокументарная,С централизованным учетом,6-786-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
87,RU000A1073K6,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-785,Бездокументарная,С централизованным учетом,6-785-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
88,RU000A1073J8,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-784,Бездокументарная,С централизованным учетом,6-784-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
89,RU000A1072X1,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-783,Бездокументарная,С централизованным учетом,6-783-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
90,RU000A1072W3,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-782,Бездокументарная,С централизованным учетом,6-782-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
91,RU000A1072V5,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-781,Бездокументарная,С централизованным учетом,6-781-01000-B-001P,12 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
92,RU000A1072U7,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-780,Бездокументарная,С централизованным учетом,6-780-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
93,RU000A1072T9,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-779,Бездокументарная,С централизованным учетом,6-779-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
94,RU000A1072S1,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-778,Бездокументарная,С централизованным учетом,6-778-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
95,RU000A1072R3,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-777,Бездокументарная,С централизованным учетом,6-777-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
96,RU000A1072Q5,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-776,Бездокументарная,С централизованным учетом,6-776-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
97,RU000A1072P7,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-775,Бездокументарная,С централизованным учетом,6-775-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
98,RU000A1072N2,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-774,Бездокументарная,С централизованным учетом,6-774-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
99,RU000A1072M4,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-773,Бездокументарная,С централизованным учетом,6-773-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
100,RU000A1072L6,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-772,Бездокументарная,С централизованным учетом,6-772-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
101,RU000A1072K8,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-771,Бездокументарная,С централизованным учетом,6-771-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
102,RU000A1072J0,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-770,Бездокументарная,С централизованным учетом,6-770-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
103,RU000A1072H4,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-769,Бездокументарная,С централизованным учетом,6-769-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
104,RU000A1072G6,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-768,Бездокументарная,С централизованным учетом,6-768-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
105,RU000A1072F8,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-767,Бездокументарная,С централизованным учетом,6-767-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
106,RU000A1072E1,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-766,Бездокументарная,С централизованным учетом,6-766-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
107,RU000A1072D3,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-765,Бездокументарная,С централизованным учетом,6-765-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
108,RU000A1072C5,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-764,Бездокументарная,С централизованным учетом,6-764-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
109,RU000A1072B7,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-763,Бездокументарная,С централизованным учетом,6-763-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
110,RU000A1072A9,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-762,Бездокументарная,С централизованным учетом,6-762-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
111,RU000A107290,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-761,Бездокументарная,С централизованным учетом,6-761-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
112,RU000A107282,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-760,Бездокументарная,С централизованным учетом,6-760-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
113,RU000A107274,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-759,Бездокументарная,С централизованным учетом,6-759-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
114,RU000A107266,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-758,Бездокументарная,С централизованным учетом,6-758-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
115,RU000A107258,18 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-757,Бездокументарная,С централизованным учетом,6-757-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
116,RU000A107225,18 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной Ответственностью ""Частная пивоварня ""Афанасий""",7704209474,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии БО-01,Бездокументарная,С централизованным учетом,4B02-01-00312-R,15 сентября 2023 г.,1 000.00,Рубли,15 октября 2026 г.,,,,,,,,
117,RU000A107209,18 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Сибирское Стекло""",5406305355,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии БО-П04,Бездокументарная,С централизованным учетом,4B02-04-00373-R-001P,12 октября 2023 г.,1 000.00,Рубли,28 сентября 2027 г.,,,,,,,,
118,RU000A107217,18 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""АРЕНЗА-ПРО""",7703413614,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001P-03,Бездокументарная,С централизованным учетом,4B02-03-00433-R-001P,3 октября 2023 г.,1 000.00,Рубли,21 ноября 2028 г.,,,,,,,,
119,RU000A1071Z8,18 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""АйДи Коллект""",7730233723,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 05,Бездокументарная,С централизованным учетом,4B02-03-00597-R,20 сентября 2023 г.,1 000.00,Рубли,3 октября 2026 г.,,,,,,,,
120,RU000A0P1LH1,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-600,Бездокументарная,С централизованным учетом,4B02-600-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
121,RU000A0P1LG3,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-599,Бездокументарная,С централизованным учетом,4B02-599-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
122,RU000A0P1LF5,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-598,Бездокументарная,С централизованным учетом,4B02-598-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
123,RU000A0P1LE8,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-597,Бездокументарная,С централизованным учетом,4B02-597-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
124,RU000A0P1LD0,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-596,Бездокументарная,С централизованным учетом,4B02-596-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
125,RU000A0P1LC2,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-595,Бездокументарная,С централизованным учетом,4B02-595-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
126,RU000A0P1LB4,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-594,Бездокументарная,С централизованным учетом,4B02-594-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
127,RU000A0P1LA6,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-593,Бездокументарная,С централизованным учетом,4B02-593-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
128,RU000A0P1L90,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-592,Бездокументарная,С централизованным учетом,4B02-592-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
129,RU000A0P1L82,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-591,Бездокументарная,С централизованным учетом,4B02-591-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
130,RU000A0P1L74,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-590,Бездокументарная,С централизованным учетом,4B02-590-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
131,RU000A0P1L66,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-589,Бездокументарная,С централизованным учетом,4B02-589-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
132,RU000A0P1L58,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-588,Бездокументарная,С централизованным учетом,4B02-588-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
133,RU000A0P1L41,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-587,Бездокументарная,С централизованным учетом,4B02-587-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
134,RU000A0P1L33,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-586,Бездокументарная,С централизованным учетом,4B02-586-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
135,RU000A0P1L25,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-585,Бездокументарная,С централизованным учетом,4B02-585-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
136,RU000A0P1L17,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-584,Бездокументарная,С централизованным учетом,4B02-584-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
137,RU000A0P1L09,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-583,Бездокументарная,С централизованным учетом,4B02-583-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
138,RU000A0P1KZ5,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-582,Бездокументарная,С централизованным учетом,4B02-582-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
139,RU000A0P1KY8,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-581,Бездокументарная,С централизованным учетом,4B02-581-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
140,RU000A0P1KX0,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-580,Бездокументарная,С централизованным учетом,4B02-580-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
141,RU000A0P1KW2,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-579,Бездокументарная,С централизованным учетом,4B02-579-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
142,RU000A0P1KV4,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-578,Бездокументарная,С централизованным учетом,4B02-578-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
143,RU000A0P1KU6,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-577,Бездокументарная,С централизованным учетом,4B02-577-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
144,RU000A0P1KT8,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-576,Бездокументарная,С централизованным учетом,4B02-576-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
145,RU000A0P1KS0,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-575,Бездокументарная,С централизованным учетом,4B02-575-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
146,RU000A0P1KR2,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-574,Бездокументарная,С централизованным учетом,4B02-574-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
147,RU000A0P1KQ4,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-573,Бездокументарная,С централизованным учетом,4B02-573-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
148,RU000A0P1KP6,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-572,Бездокументарная,С централизованным учетом,4B02-572-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
149,RU000A0P1KN1,17 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-571,Бездокументарная,С централизованным учетом,4B02-571-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,,,,,,,,,
150,RU000A1071U9,17 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Элемент Лизинг""",7706561875,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001Р-06,Бездокументарная,С централизованным учетом,4B02-06-36193-R-001P,10 октября 2023 г.,1 000.00,Рубли,2 октября 2026 г.,,,,,,,,
