,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
Банк России 27.02.2024 принял решение о государственной регистрации выпуска акций обыкновенных Акционерного общества «Строй Стандарт» (Костромская область), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «Строй Стандарт». Выпуску ценных бумаг присвоен регистрационный номер 1-01-87658-H. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «Строй Стандарт».
Решение в отношении ценных бумаг
Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу



4628.02.2024 08:40
АО «РУССАЛМ», ОГРН 1232900006657, ИНН 2901315507АО «РУССАЛМ», ОГРН 1232900006657, ИНН 2901315507
Банк России 27.02.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций  Акционерного общества «АЛМАЗЫ РУССКОГО СЕВЕРА» (Архангельская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-05588-G-001D.
Решение в отношении ценных бумаг
Северо-Западное главное управление Центрального банка Российской Федерации



4728.02.2024 08:40
АО «Комилизинг», ОГРН 1151101010610, ИНН 1101056121АО «Комилизинг», ОГРН 1151101010610, ИНН 1101056121
Банк России 27.02.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «Лизинговая компания Республики Коми» (Республика Коми), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-24210-J-004D.
Решение в отношении ценных бумаг
Северо-Западное главное управление Центрального банка Российской Федерации



4828.02.2024 04:46
АО ""Дальпиво"", ОГРН 1022700515320, ИНН 2726011253АО ""Дальпиво"", ОГРН 1022700515320, ИНН 2726011253
Банк России 28.02.2024 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных акционерного общества ""Дальпиво"" (Хабаровский край), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-31973-F-001D.
Решение в отношении ценных бумаг
Дальневосточное главное управление Центрального банка Российской Федерации



4927.02.2024 17:48
АО «НЗТА», ОГРН 1025003913220, ИНН 5031010590АО «НЗТА», ОГРН 1025003913220, ИНН 5031010590
Банк России 27.02.2024 принял решение о государственной регистрации выпуска привилегированных акций Акционерного общества «Ногинский завод топливной аппаратуры» (Московская область), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 2-01-05152-A.
Решение в отношении ценных бумаг
Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва



5027.02.2024 17:41
АО «ОЭЗ «Лотос», ОГРН 1153023000767, ИНН 3023009439АО «ОЭЗ «Лотос», ОГРН 1153023000767, ИНН 3023009439
Банк России 27.02.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных акционерного общества «Особая экономическая зона «Лотос» (Астраханская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-35680-Е-012D.
Решение в отношении ценных бумаг
Южное главное управление Центрального банка Российской Федерации



5127.02.2024 17:41
АО «МПП ЖКХ г. Ростова-на-Дону», ОГРН, ИНН не присвоеныАО «МПП ЖКХ г. Ростова-на-Дону», ОГРН, ИНН не присвоены
Банк России 27.02.2024 принял решение о приостановлении эмиссии акций обыкновенных Акционерного общества «Многоотраслевое производственное предприятие жилищно-коммунального хозяйства города Ростова-на-Дону» (Ростовская область), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, Российской Федерацией, субъектом Российской Федерации или муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования Муниципального унитарного многоотраслевого производственного предприятия жилищно-коммунального хозяйства Ворошиловского района города Ростова-на-Дону.
Решение в отношении ценных бумаг
Южное главное управление Центрального банка Российской Федерации



5227.02.2024 17:41
АО «СОВХОЗ «ВОСХОД», ОГРН 1122367001448, ИНН 2317062641АО «СОВХОЗ «ВОСХОД», ОГРН 1122367001448, ИНН 2317062641
Банк России 27.02.2024 принял решение о государственной регистрации изменений в решение о выпуске акций обыкновенных АКЦИОНЕРНОГО ОБЩЕСТВА «СОВХОЗ «ВОСХОД» (Краснодарский край), государственный регистрационный номер выпуска 1-01-35560-Е.
Решение в отношении ценных бумаг
Южное главное управление Центрального банка Российской Федерации



5327.02.2024 17:37
АО «ЦБТ», ОГРН 1227700243748, ИНН 9705169387АО «ЦБТ», ОГРН 1227700243748, ИНН 9705169387
Банк России 27.02.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «Центр Биометрических Технологий» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-87358-H-002D.
Решение в отношении ценных бумаг
Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва



5427.02.2024 14:32
АО «Горэлектросеть», ОГРН 1174350009569, ИНН 4345467450АО «Горэлектросеть», ОГРН 1174350009569, ИНН 4345467450
Банк России 27.02.2024 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных акционерного общества «Горэлектросеть» (Кировская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-09352-P-003D.
Решение в отношении ценных бумаг
Волго-Вятское главное управление Центрального банка Российской Федерации



5527.02.2024 13:41
АО ""Уралавтоматика"" ОГРН 1026602314530, ИНН 6658009500АО ""Уралавтоматика"" ОГРН 1026602314530, ИНН 6658009500
Банк России 27.02.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «Уралавтоматика», (Свердловская область), размещаемых путем закрытой подписки.Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-30296-D-001D.
Решение в отношении ценных бумаг
Уральское главное управление Центрального банка Российской Федерации



5627.02.2024 09:46
АО «Виктория», ОГРН 1247800005287, ИНН 7801730629АО «Виктория», ОГРН 1247800005287, ИНН 7801730629
Банк России 26.02.2024 принял решение о государственной регистрации отчета об итогах выпуска обыкновенных акций Акционерного общества «Виктория» (Санкт-Петербург), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью, регистрационный номер выпуска 1-01-32290-J.
Решение в отношении ценных бумаг
Северо-Западное главное управление Центрального банка Российской Федерации



5727.02.2024 09:22
АО «ФНПЦ «Прогресс», ОГРН 1215500015708, ИНН 5506190813АО «ФНПЦ «Прогресс», ОГРН 1215500015708, ИНН 5506190813
Банк России 27.02.2024 принял решение о государственной регистрации изменений в документ, содержащий условия размещения обыкновенных акций акционерного общества «Федеральный научно-производственный центр «Прогресс» (Омская область), регистрационный номер дополнительного выпуска 1-01-35736-N-001D.
Решение в отношении ценных бумаг
Сибирское главное управление Центрального банка Российской Федерации



5827.02.2024 09:22
АО «Сибхлеб», ОГРН 1025501382752, ИНН 5507002090АО «Сибхлеб», ОГРН 1025501382752, ИНН 5507002090
Банк России 27.02.2024 принял решение о государственной регистрации изменений в документ, содержащий условия размещения обыкновенных акций акционерного общества «Сибирский хлеб» (Омская область), регистрационный номер дополнительного выпуска 1-01-00869-F-001D.
Решение в отношении ценных бумаг
Сибирское главное управление Центрального банка Российской Федерации



5927.02.2024 05:58
АО ""НПО ЛогиРус"" ОГРН, ИНН не присвоеныАО ""НПО ЛогиРус"" ОГРН, ИНН не присвоены
Банк России 26.02.2024 принял решение о государственной регистрации выпуска обыкновенных акций акционерного общества «Научно-производственная организация Логика Рус», (Ямало-Ненецкий автономный округ), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью «Научно-производственная организация Логика Рус».Выпуску ценных бумаг присвоен регистрационный номер 1-01-13268-К. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества «Научно-производственная организация Логика Рус».
Решение в отношении ценных бумаг
Уральское главное управление Центрального банка Российской Федерации



6026.02.2024 17:04
ООО «СФО Идеи и инвестиции», ОГРН 1227700495450, ИНН 9703102725ООО «СФО Идеи и инвестиции», ОГРН 1227700495450, ИНН 9703102725
Банк России 26.02.2024 принял решение о государственной регистрации изменений в решение о выпуске структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением денежными требованиями серии А-1, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество Идеи и инвестиции» (г. Москва), регистрационный номер выпуска 6-01-00670-R.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



6126.02.2024 17:04
ООО «СФО «Стандарт-5», ОГРН 1237700868514, ИНН 9703163693ООО «СФО «Стандарт-5», ОГРН 1237700868514, ИНН 9703163693
Банк России 26.02.2024 принял решение о государственной регистрации выпуска структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением денежными требованиями серии А-1, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество «Стандарт-5» (г. Москва), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 6-01-00780-R.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



6226.02.2024 17:04
ООО «СФО «Стандарт-4», ОГРН 1237700868481, ИНН 9703163686ООО «СФО «Стандарт-4», ОГРН 1237700868481, ИНН 9703163686
Банк России 26.02.2024 принял решение о государственной регистрации выпуска структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением денежными требованиями серии А-1, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество «Стандарт-4» (г. Москва), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 6-01-00779-R.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



6326.02.2024 15:47
О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных АО УК «Первая»О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных АО УК «Первая»
Банк России 26.02.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями: Открытый паевой инвестиционный фонд рыночных финансовых инструментов «Первая – Золото»; Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «Первая – Фонд Валютных Облигаций».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



6426.02.2024 15:47
О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО УК «Система Капитал»О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО УК «Система Капитал»
Банк России 26.02.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: открытый паевой инвестиционный фонд рыночных финансовых инструментов «Система Капитал - Сберегательный».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



6526.02.2024 15:47
О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО «СФН»О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО «СФН»
Банк России 26.02.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «Современный 8».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



6626.02.2024 12:14
ПАО «Совкомбанк», ОГРН 1144400000425, ИНН 4401116480ПАО «Совкомбанк», ОГРН 1144400000425, ИНН 4401116480
Банк России 26.02.2024 принял решение о государственной регистрации программы облигаций структурных процентных и (или) дисконтных неконвертируемых бездокументарных с централизованным учетом прав серии CO-1 Публичного акционерного общества «Совкомбанк» (Костромская область). Программе облигаций присвоен регистрационный номер 6-00963-В-001Р.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



6726.02.2024 10:28
АО ""КЦПО ""Протект"", ОГРН 1184101001413, ИНН 4101183816АО ""КЦПО ""Протект"", ОГРН 1184101001413, ИНН 4101183816
Банк России 26.02.2024 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных акционерного общества ""Камчатский центр протезирования и ортопедии ""Протект"" (Камчатский край), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-59199-N-001D.
Решение в отношении ценных бумаг
Дальневосточное главное управление Центрального банка Российской Федерации



6822.02.2024 15:14
АО «Завод ТО ТБО», ОГРН 1025100845406, ИНН 5190400081АО «Завод ТО ТБО», ОГРН 1025100845406, ИНН 5190400081
Банк России 22.02.2024 принял решение об отказе в государственной регистрации отчета об итогах выпуска привилегированных акций Акционерного общества «Завод по термической обработке твердых бытовых отходов» (г. Москва), размещавшихся путем закрытой подписки, регистрационный номер выпуска 2-01-02393-D, дата государственной регистрации 02.11.2020, признании указанного выпуска ценных бумаг несостоявшимся и аннулировании его государственной регистрации.
Решение в отношении ценных бумаг
Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва



6922.02.2024 14:49
ПАО «Порт Тольятти», ОГРН 1036301006060, ИНН 6320004816ПАО «Порт Тольятти», ОГРН 1036301006060, ИНН 6320004816
Банк России 22.02.2024 принял решение о возобновлении эмиссии и государственной регистрации дополнительного выпуска акций обыкновенных публичного акционерного общества «Порт Тольятти» (Самарская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-00587-E-001D.
Решение в отношении ценных бумаг
Волго-Вятское главное управление Центрального банка Российской Федерации



7022.02.2024 14:46
АО «ОЭЗ «Иннополис», ОГРН 1131690017095, ИНН 1655265698АО «ОЭЗ «Иннополис», ОГРН 1131690017095, ИНН 1655265698
Банк России 22.02.2024 принял решение об аннулировании индивидуального кода 004D дополнительного выпуска обыкновенных акций акционерного общества «Особая экономическая зона «Иннополис» (Республика Татарстан) с регистрационным номером 1-01-57384-D-004D от 21.09.2023.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



7122.02.2024 14:46
АО «ТНИИС», ОГРН 1116154006210, ИНН 6154573235АО «ТНИИС», ОГРН 1116154006210, ИНН 6154573235
Банк России 22.02.2024 принял решение об аннулировании индивидуального кода 005D дополнительного выпуска обыкновенных акций акционерного общества «Таганрогский научно-исследовательский институт связи» (Ростовская область) с регистрационным номером 1-01-35475-E-005D от 21.08.2023.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



7222.02.2024 14:46
АО «Чукотэнерго», ОГРН 1028700586892, ИНН 8700000339АО «Чукотэнерго», ОГРН 1028700586892, ИНН 8700000339
Банк России 22.02.2024 принял решение об аннулировании индивидуального кода 003D дополнительного выпуска обыкновенных акций акционерного общества «Чукотэнерго» (Чукотский автономный округ) с регистрационным номером 1-01-31555-F-003D от 24.08.2023.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



7322.02.2024 14:46
О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО УК «Альфа-Капитал»О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО УК «Альфа-Капитал»
Банк России 22.02.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «Альфа-Капитал Золото».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



7422.02.2024 14:46
О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО Сбережения плюсО регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО Сбережения плюс
Банк России 22.02.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «РД 2».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



7522.02.2024 14:46
О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных АО УК «Первая»О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных АО УК «Первая»
Банк России 22.02.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Открытый паевой инвестиционный фонд рыночных финансовых инструментов «Первая - Долларовые облигации».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



7622.02.2024 14:46
О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО «АФМ»О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО «АФМ»
Банк России 22.02.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «АФМ. Перспектива».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



7722.02.2024 14:46
АО «Отисифарм Про», ОГРН 1213900001303, ИНН 3906398964АО «Отисифарм Про», ОГРН 1213900001303, ИНН 3906398964
Банк России 22.02.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций акционерного общества «Отисифарм Про» (Калининградская область) с регистрационным номером 1-01-01004-G-001D от 08.06.2023.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



7822.02.2024 14:46
О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных АО УК «Ингосстрах – Инвестиции»О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами, представленных АО УК «Ингосстрах – Инвестиции»
Банк России 22.02.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями: Закрытый паевой инвестиционный фонд рыночных финансовых инструментов «Ингосстрах – драгоценные металлы»;Закрытый паевой инвестиционный фонд рыночных финансовых инструментов «Ингосстрах – Международные рынки».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



7922.02.2024 14:46
АО «АК «ЖДЯ», ОГРН 1021401044500, ИНН 1435073060АО «АК «ЖДЯ», ОГРН 1021401044500, ИНН 1435073060
Банк России 22.02.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Акционерная компания «Железные дороги Якутии» (Республика Саха (Якутия)), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-02-20452-F-005D.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



8022.02.2024 14:45
АО АПРИ «Флай Плэнинг», ОГРН 1197456003360, ИНН 7453326003АО АПРИ «Флай Плэнинг», ОГРН 1197456003360, ИНН 7453326003
Банк России 22.02.2024 принял решение о возобновлении эмиссии и государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества АПРИ «Флай Плэнинг» (Челябинская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-12464-K-001D.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



8122.02.2024 14:45
ООО «СФО «Орион-6», ОГРН 1227700902879, ИНН 7730295102ООО «СФО «Орион-6», ОГРН 1227700902879, ИНН 7730295102
Банк России 22.02.2024 принял решение о государственной регистрации изменений в решение о выпуске структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением серии А-1, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество «Орион-6» (г. Москва), регистрационный номер выпуска 6-01-00717-R.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



8222.02.2024 14:45
АО «МОСТРАНСАВТО», ОГРН 1195081037777, ИНН 5047227020АО «МОСТРАНСАВТО», ОГРН 1195081037777, ИНН 5047227020
Банк России 22.02.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «МОСТРАНСАВТО» (Московская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-16603-A-001D.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



8322.02.2024 14:45
ООО «СФО БАЙКАЛ», ОГРН 1237700421166, ИНН 9704214654ООО «СФО БАЙКАЛ», ОГРН 1237700421166, ИНН 9704214654
Банк России 22.02.2024 принял решение о государственной регистрации выпусков структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением денежными требованиями классов «А» и «Б», предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество БАЙКАЛ» (г. Москва), размещаемых путем закрытой подписки. Выпускам ценных бумаг присвоены регистрационные номера 6-01-00782-R и 6-02-00782-R.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



8422.02.2024 14:45
ППК «Фонд развития территорий», ОГРН 5177746100032, ИНН 7704446429ППК «Фонд развития территорий», ОГРН 5177746100032, ИНН 7704446429
Банк России 22.02.2024 принял решение о государственной регистрации выпусков неконвертируемых процентных бездокументарных облигаций серий 001Р-35, 001Р-36, 001Р-37, 001Р-38, 001Р-39 и 001Р-40, размещаемых в рамках программы облигаций серии 001Р c регистрационным номером 4-00013-Т-001Р, публично-правовой компании «Фонд развития территорий» (г. Москва). Выпускам ценных бумаг присвоены регистрационные номера 4-35-00014-Т-001P, 4-36-00014-Т-001P, 4-37-00014-Т-001P, 4-38-00014-Т-001P, 4-39-00014-Т-001P и 4-40-00014-Т-001P.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



8522.02.2024 14:43
АО «СПУТНИК», ОГРН 1237800075853, ИНН 7801724583АО «СПУТНИК», ОГРН 1237800075853, ИНН 7801724583
Банк России 22.02.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного общества «СПУТНИК» с регистрационным номером 1-01-32287-J-001D от 28.09.2023.
Решение в отношении ценных бумаг
Северо-Западное главное управление Центрального банка Российской Федерации



8622.02.2024 14:43
АО «СПП «Колпинское», ОГРН 1127847244271, ИНН 7817326228АО «СПП «Колпинское», ОГРН 1127847244271, ИНН 7817326228
Банк России 22.02.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Садово-парковое предприятие «Колпинское» (Санкт-Петербург), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-04998-D-003D.
Решение в отношении ценных бумаг
Северо-Западное главное управление Центрального банка Российской Федерации



8722.02.2024 14:43
АО «ПКС», ОГРН 1116027014751, ИНН 6027139120АО «ПКС», ОГРН 1116027014751, ИНН 6027139120
Банк России 22.02.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного общества «Псковские коммунальные системы» с регистрационным номером 1-02-05301-D-001D от 22.04.2022.
Решение в отношении ценных бумаг
Северо-Западное главное управление Центрального банка Российской Федерации



8822.02.2024 14:43
АО «СХЗ», ОГРН 1037843013306, ИНН 7815013300АО «СХЗ», ОГРН 1037843013306, ИНН 7815013300
Банк России 22.02.2024 принял решение об аннулировании индивидуального кода 002D дополнительного выпуска обыкновенных акций Акционерного общества «Смольнинский хлебозавод» с регистрационным номером 1-01-00826-D-002D от 10.08.2023.
Решение в отношении ценных бумаг
